"","stationcode","objectid","iaas_rowid","aarowid","cramversion","projectname","indexscore","bioticstructure","bufferandlandscapecontext","hydrology","physicalstructure","visitdate","aaname","projectsiteid","wetlandclass","wetlandsubclass","lastupdatedate","record_publish","sampledate","masterid","latitude","longitude","huc","county","smcshed"
"328","SGUT501",252,252,3723,"6.1","SMC/SGRRMP",88,86.11,93.29,83.33,87.5,2014-09-11,"SGUT501","SGRRMP","riverine","non-confined",NA,"true",2014-09-11,"SGUT501",34.2408,-117.8833,405,"Los Angeles","San Gabriel"
"329","SGUT502",1404,411,3065,"6.1","SMC/SGRRMP",84,80.56,93.29,100,62.5,2013-07-01,"SGUT502","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-01,"SGUT502",34.2283,-117.76593,405,"Los Angeles","San Gabriel"
"330","SGUT502",145,145,4373,"6.1","SMC/SGRRMP",75,55.56,85.38,83.33,75,2015-07-06,"SGUT502","SGUT502","riverine","non-confined",NA,"true",2015-07-06,"SGUT502",34.2283,-117.76593,405,"Los Angeles","San Gabriel"
"331","SGUT503",264,264,3668,"6.1","SMC/SGRRMP",86,72.22,93.29,91.67,87.5,2014-07-01,"SGUT503","SMC","riverine","non-confined",NA,"true",2014-07-01,"SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel"
"332","SGUT503",590,1299,5427,"6.1","SMC/SGRRMP",81,63.89,93.29,91.67,75,2016-06-11,"SGUT503","SGUT503","riverine","non-confined",NA,"true",2016-06-11,"SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel"
"333","SGUT504",143,143,4375,"6.1","SMC/SGRRMP",75,61.11,86.42,91.67,62.5,2015-07-06,"SGUT504","SGUT504","riverine","non-confined",NA,"true",2015-07-06,"SGUT504",34.2377,-117.8203,405,"Los Angeles","San Gabriel"
"334","SGUT504",780,1060,970,"5.0.2","SMC_LA",74,56,100,75,63,2009-06-16,"San Gabriel River, East Fork",NA,"riverine","non-confined",NA,"true",2009-06-16,"SGUT504",34.2377,-117.8203,405,"Los Angeles","San Gabriel"
"335","SGUT505",417,1306,5434,"6.1","SMC/SGRRMP",72,66.67,93.29,66.67,62.5,2016-08-31,"SGUT505","SGUT505","riverine","non-confined",NA,"true",2016-08-31,"SGUT505",34.16939,-117.88932,405,"Los Angeles","San Gabriel"
"336","SGUT505",1435,417,3018,"6.1","SMC/SGRRMP",75,66.67,93.29,66.67,75,2013-07-24,"SGUT505","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-24,"SGUT505",34.16939,-117.88932,405,"Los Angeles","San Gabriel"
"337","SGUT505",819,1041,998,"5.0.2","SMC_LA",69,61,100,75,38,2009-06-30,"San Gabriel River (DS of Morris Dam)",NA,"riverine","confined",NA,"true",2009-06-30,"SGUT505",34.16939,-117.88932,405,"Los Angeles","San Gabriel"
"338","Site 19",789,1051,980,"5.0.2","SMC_LA",37,25,63,33,25,2009-06-24,"Dominguez",NA,"riverine","confined",NA,"true",2009-06-24,"Site 19",33.87111,-118.29683,411,"Los Angeles",NA
"339","Site 6",788,1052,979,"5.0.2","SMC_LA",85,81,96,75,88,2009-06-15,"Arroyo Seco, Site 6",NA,"riverine","confined",NA,"true",2009-06-15,"Site 6",34.20327,-118.16647,412,"Los Angeles","Los Angeles"
"340","Site 7",787,1053,978,"5.0.2","SMC_LA",69,75,75,50,75,2009-06-15,"Arroyo Seco, Site 7",NA,"riverine","non-confined",NA,"true",2009-06-15,"Site 7",34.14496,-118.1651,412,"Los Angeles","Los Angeles"
"341","SMC00027",575,1284,5402,"6.1","SMC/VCWPD",82,72.22,93.29,100,62.5,2016-06-28,"SMC00027","SMC00027","riverine","non-confined",NA,"true",2016-06-28,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"342","SMC00027",1654,1654,6672,"6.1","SMC/VCWPD",81,66.67,93.29,100,62.5,2018-01-06,"SMC00027","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"343","SMC00027",381,1513,6107,"6.1","SMC/VCWPD",83,75,100,83.33,75,2017-06-13,"SMC00027","SMC00027","riverine","non-confined",NA,"true",2017-06-13,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"344","SMC00027",1814,1814,7172,"6.1","SMC/VCWPD",85,66.67,100,100,75,2019-01-06,"SMC00027",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"345","SMC00036",576,1285,5403,"6.1","SMC/VCWPD",45,30.56,62.5,50,37.5,2016-06-20,"SMC00036","SMC00036","riverine","confined",NA,"true",2016-06-20,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"346","SMC00036",402,1534,6129,"6.1","SMC/VCWPD",52,25,67.67,66.67,50,2017-04-27,"SMC00036","SMC00036","riverine","confined",NA,"true",2017-04-27,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"347","SMC00036",113,113,4406,"6.1","SMC/VCWPD",60,44.44,75,58.33,62.5,2015-06-15,"SMC00036","SMC00036","riverine","confined",NA,"true",2015-06-15,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"348","SMC00036",1663,1663,6686,"6.1","SMC/VCWPD",42,33.33,67.67,41.67,25,2018-11-06,"SMC00036","SMC","riverine","confined",1900-01-18,"true",2018-11-06,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"349","SMC00047",1849,1849,7248,"6.1","SMC/VCWPD",58,27.78,93.29,50,62.5,2019-01-05,"SMC00047",NA,"riverine","non-confined",1900-01-18,"true",2019-01-05,"403BA0047",34.27084,-119.1524,403,"Ventura","Santa Clara"
"350","SMC00080",1197,643,2091,"5.0.2","SMC Post Fire Study",78,56,92,100,63,2011-06-13,"LAR00080",NA,"riverine","non-confined",NA,"true",2011-06-13,"SMC00080",34.32909,-118.08188,412,"Los Angeles","Los Angeles"
"351","SMC00096",399,1531,6178,"6.1","SMC/SGRRMP",36,25,62.5,33.33,25,2017-05-02,"SGLR00096","SMC00096","riverine","confined",NA,"true",2017-05-02,"SMC00096",34.09451,-117.78462,405,"Los Angeles","San Gabriel"
"352","SMC00190",415,1547,6184,"6.1","SMC/SGRRMP",41,33.33,62.5,41.67,25,2017-03-30,"SGLR00190","SMC00190","riverine","confined",NA,"true",2017-03-30,"SMC00190",34.01488,-118.04783,405,"Los Angeles","San Gabriel"
"353","SMC00208",363,1495,6166,"6.1","SMC/SGRRMP",80,72.22,93.29,91.67,62.5,2017-07-21,"SGUR00208","SMC00208","riverine","non-confined",NA,"true",2017-07-21,"SMC00208",34.24464,-117.90908,405,"Los Angeles","San Gabriel"
"354","SMC00236",401,1533,6179,"6.1","SMC/SGRRMP",34,25,62.5,25,25,2017-05-02,"SGLR00236","SMC00236","riverine","confined",NA,"true",2017-05-02,"SMC00236",34.08951,-117.94783,405,"Los Angeles","San Gabriel"
"355","SMC00271",1812,1812,7170,"6.1","SMC/VCWPD",86,69.44,100,100,75,2019-01-06,"SMC00271",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"356","SMC00271",574,1283,5401,"6.1","SMC/VCWPD",78,69.44,93.29,100,50,2016-06-22,"SMC00271","SMC00271","riverine","non-confined",NA,"true",2016-06-22,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"357","SMC00271",1655,1655,6673,"6.1","SMC/VCWPD",81,72.22,93.29,83.33,75,2018-01-06,"SMC00271","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"358","SMC00271",132,132,4387,"6.1","SMC/VCWPD",85,80.56,93.29,91.67,75,2015-08-13,"SMC00271","SMC00271","riverine","non-confined",NA,"true",2015-08-13,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"359","SMC00271",409,1541,6124,"6.1","SMC/VCWPD",82,77.78,93.29,83.33,75,2017-04-20,"SMC00271","SMC00271","riverine","non-confined",NA,"true",2017-04-20,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"360","SMC00288",380,1512,6172,"6.1","SMC/SGRRMP",59,61.11,43.13,58.33,75,2017-06-14,"SGLR00288","SMC00288","riverine","confined",NA,"true",2017-06-14,"SMC00288",34.13118,-117.76,405,"Los Angeles","San Gabriel"
"361","SMC00288",260,260,3672,"6.1","SMC/SGRRMP",69,63.89,68.13,58.33,87.5,2014-06-04,"SGLR00288","SMC","riverine","confined",NA,"true",2014-06-04,"SMC00288",34.13118,-117.76,405,"Los Angeles","San Gabriel"
"362","SMC00288",816,1044,995,"5.0.2","SMC_LA",69,56,71,75,75,2009-06-18,"Unamed creek (SGLR00288)",NA,"riverine","confined",NA,"true",2009-06-18,"SMC00288",34.13118,-117.76,405,"Los Angeles","San Gabriel"
"363","SMC00318",1852,1852,7258,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2019-07-08,"LAR00318",NA,"riverine","confined",1900-01-18,"true",2019-07-08,"SMC00318",33.81287,-118.20558,412,"Los Angeles","Los Angeles"
"364","SMC00324",1448,392,3116,"6.1","SMC/VCWPD",73,61.11,93.29,75,62.5,2013-06-12,"Santa Clara River","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-12,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"365","SMC00324",1649,1649,6667,"6.1","SMC/VCWPD",64,52.78,93.29,58.33,50,2018-11-07,"ME-SCR","SMC","riverine","non-confined",1900-01-18,"true",2018-11-07,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"366","SMC00324",117,117,4402,"6.1","SMC/VCWPD",73,75,93.29,75,50,2015-06-17,"ME-SCR","SMC00324","riverine","non-confined",NA,"true",2015-06-17,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"367","SMC00324",581,1290,5408,"6.1","SMC/VCWPD",68,63.89,93.29,66.67,50,2016-06-15,"ME-SCR","SMC00324","riverine","non-confined",NA,"true",2016-06-15,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"368","SMC00324",388,1520,6121,"6.1","SMC/VCWPD",66,61.11,93.29,58.33,50,2017-05-25,"SMC00324","SMC00324","riverine","non-confined",NA,"true",2017-05-25,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"369","SMC00324",1545,301,3626,"6.1","SMC/VCWPD",62,52.78,93.29,50,50,2014-05-29,"ME-SCR","SMC","riverine","non-confined",NA,"true",2014-05-29,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"370","SMC00382",1690,1690,6714,"6.1","SMC/SGRRMP",25,25,25,25,25,2018-01-06,"SGLR00382","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"SMC00382",34.04437,-117.99413,405,"Los Angeles","San Gabriel"
"371","SMC00428",1437,415,3020,"6.1","SMC/SGRRMP",86,91.67,93.29,83.33,75,2013-07-10,"SMC00428","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-10,"SMC00428",34.2481,-118.04976,405,"Los Angeles","San Gabriel"
"372","SMC00428",378,1510,6170,"6.1","SMC/SGRRMP",80,66.67,93.29,83.33,75,2017-06-15,"SGUR00428","SMC00428","riverine","non-confined",NA,"true",2017-06-15,"SMC00428",34.2481,-118.04976,405,"Los Angeles","San Gabriel"
"373","SMC00428",259,259,3676,"6.1","SMC/SGRRMP",79,77.78,100,75,62.5,2014-05-15,"SGUR00428","SMC","riverine","non-confined",NA,"true",2014-05-15,"SMC00428",34.2481,-118.04976,405,"Los Angeles","San Gabriel"
"374","SMC00436",383,1515,6195,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2017-05-31,"LAR00436","SMC00436","riverine","confined",NA,"true",2017-05-31,"SMC00436",34.149,-118.27863,412,"Los Angeles","Los Angeles"
"375","SMC00440",1673,1673,6697,"6.1","SMC/LARWMP",67,50,82.92,58.33,75,2018-01-05,"LAR00440","SMC","riverine","non-confined",1900-01-18,"true",2018-01-05,"SMC00440",34.28658,-118.52966,412,"Los Angeles","Los Angeles"
"376","SMC00446",954,886,1555,"5.0.2","SMC/SGRRMP",64,69,79,58,50,2010-07-01,"SMC00446",NA,"riverine","non-confined",NA,"true",2010-07-01,"SMC00446",34.02018,-118.04627,405,"Los Angeles","San Gabriel"
"377","SMC00464",362,1494,6165,"6.1","SMC/SGRRMP",73,55.56,82.92,91.67,62.5,2017-07-21,"SGUR00464","SMC00464","riverine","non-confined",NA,"true",2017-07-21,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"378","SMC00464",261,261,3671,"6.1","SMC/SGRRMP",70,61.11,82.92,75,62.5,2014-06-04,"SGUR00464","SMC","riverine","confined",NA,"true",2014-06-04,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"379","SMC00480",1686,1686,6710,"6.1","SMC/SGRRMP",73,58.33,93.29,91.67,50,2018-02-07,"SGUR00480","SMC","riverine","non-confined",1900-01-18,"true",2018-02-07,"SMC00480",34.23434,-117.73155,405,"Los Angeles","San Gabriel"
"380","SMC00520",407,1539,6203,"6.1","SMC/LARWMP",78,72.22,82.92,83.33,75,2017-04-25,"LAR00520","SMC00520","riverine","non-confined",NA,"true",2017-04-25,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"381","SMC00520",96,96,4460,"6.1","SMC/LARWMP",77,80.56,82.92,83.33,62.5,2015-08-26,"LAR00520","SMC00520","riverine","non-confined",NA,"true",2015-08-26,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"382","SMC00520",601,1328,5499,"6.1","SMC/LARWMP",76,63.89,82.92,83.33,75,2016-06-14,"LAR00520","SMC00520","riverine","non-confined",NA,"true",2016-06-14,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"383","SMC00544",1689,1689,6713,"6.1","SMC/SGRRMP",84,77.78,90.29,91.67,75,2018-01-06,"SGLR00544","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"SMC00544",34.14677,-117.74153,405,"Los Angeles","San Gabriel"
"384","SMC00544",1122,744,1883,"5.0.2","SMC/SGRRMP",83,83,92,83,75,2011-06-22,"SMC00544",NA,"riverine","confined",NA,"true",2011-06-22,"SMC00544",34.14677,-117.74153,405,"Los Angeles","San Gabriel"
"385","SMC00544",379,1511,6171,"6.1","SMC/SGRRMP",74,66.67,86.42,66.67,75,2017-06-14,"SGLR00544","SMC00544","riverine","non-confined",NA,"true",2017-06-14,"SMC00544",34.14677,-117.74153,405,"Los Angeles","San Gabriel"
"386","SMC00574",397,1529,6177,"6.1","SMC/SGRRMP",40,25,67.67,41.67,25,2017-05-03,"SGMR00574","SMC00574","riverine","confined",NA,"true",2017-05-03,"SMC00574",33.87972,-118.10851,405,"Los Angeles","San Gabriel"
"387","SMC00608",1121,745,1882,"5.0.2","SMC/SGRRMP",33,25,50,33,25,2011-06-27,"SMC00608",NA,"riverine","non-confined",NA,"true",2011-06-27,"SMC00608",34.12344,-117.90223,405,"Los Angeles","San Gabriel"
"388","SMC00608",398,1530,6181,"6.1","SMC/SGRRMP",33,25,55.17,25,25,2017-05-02,"SGLR00608","SMC00608","riverine","confined",NA,"true",2017-05-02,"SMC00608",34.12344,-117.90223,405,"Los Angeles","San Gabriel"
"389","SMC00608",1688,1688,6712,"6.1","SMC/SGRRMP",35,25,55.17,33.33,25,2018-01-06,"SGLR00608","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"SMC00608",34.12344,-117.90223,405,"Los Angeles","San Gabriel"
"390","SMC00660",129,129,4390,"6.1","SMC/VCWPD",72,61.11,75,75,75,2015-07-14,"SMC00660","SMC00660","riverine","non-confined",NA,"true",2015-07-14,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"391","SMC00660",1816,1816,7174,"6.1","SMC/VCWPD",0,77.78,0,66.67,37.5,2019-01-06,"SMC00660",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"392","SMC00660",1846,1846,7245,"6.1","SMC/VCWPD",66,77.78,80.63,66.67,37.5,2019-01-06,"SMC00660",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"393","SMC00686",1119,747,1879,"5.0.2","SMC/SGRRMP",47,33,38,67,50,2011-06-27,"SMC00686",NA,"riverine","confined",NA,"true",2011-06-27,"SMC00686",34.0322,-117.83819,405,"Los Angeles","San Gabriel"
"394","SMC00836",570,1279,5397,"6.1","SMC/VCWPD",64,61.11,75,58.33,62.5,2016-07-12,"SMC00836","SMC00836","riverine","confined",NA,"true",2016-07-12,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"395","SMC00836",373,1505,6105,"6.1","SMC/VCWPD",74,83.33,75,75,62.5,2017-06-21,"SMC00836","SMC00836","riverine","confined",NA,"true",2017-06-21,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"396","SMC00836",1650,1650,6668,"6.1","SMC/VCWPD",75,88.89,75,75,62.5,2018-11-07,"SMC00836","SMC","riverine","confined",1900-01-18,"true",2018-11-07,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"397","SMC00836",121,121,4398,"6.1","SMC/VCWPD",64,61.11,75,58.33,62.5,2015-06-24,"SMC00836","SMC00836","riverine","confined",NA,"true",2015-06-24,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"398","SMC00836",1811,1811,7169,"6.1","SMC/VCWPD",75,75,73.25,75,75,2019-01-07,"SMC00836",NA,"riverine","confined",1900-01-18,"true",2019-01-07,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"399","SMC00864",400,1532,6180,"6.1","SMC/SGRRMP",33,27.78,28.96,50,25,2017-05-02,"SGLR00864","SMC00864","riverine","confined",NA,"true",2017-05-02,"SMC00864",34.09481,-117.85561,405,"Los Angeles","San Gabriel"
"400","SMC00924",391,1523,6197,"6.1","SMC/LARWMP",77,66.67,93.29,75,75,2017-05-24,"LAR00924","SMC00924","riverine","non-confined",NA,"true",2017-05-24,"SMC00924",34.22394,-118.18053,412,"Los Angeles","Los Angeles"
"401","SMC00924",606,1333,5504,"6.1","SMC/LARWMP",84,63.89,93.29,91.67,87.5,2016-06-08,"LAR00924","SMC00924","riverine","non-confined",NA,"true",2016-06-08,"SMC00924",34.22394,-118.18053,412,"Los Angeles","Los Angeles"
"402","SMC01004",1858,1858,7267,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2019-01-07,"LAR01004",NA,"riverine","confined",1900-01-18,"true",2019-01-07,"SMC01004",34.15016,-118.16579,412,"Los Angeles","Los Angeles"
"403","SMC01096",602,1329,5500,"6.1","SMC/LARWMP",84,88.89,90.29,83.33,75,2016-06-14,"LAR01096","SMC01096","riverine","non-confined",NA,"true",2016-06-14,"SMC01096",34.28465,-118.29343,412,"Los Angeles","Los Angeles"
"404","SMC01150",414,1546,6183,"6.1","SMC/SGRRMP",50,47.22,67.67,58.33,25,2017-03-30,"SGLR01150","SMC01150","riverine","confined",NA,"true",2017-03-30,"SMC01150",33.97561,-118.08331,405,"Los Angeles","San Gabriel"
"405","SMC01164",1145,695,1996,"5.0.2","SMC_LA",84,78,100,83,75,2011-06-24,"SMC01164 (Townsley Crk.)",NA,"riverine","confined",NA,"true",2011-06-24,"SMC01164",34.35078,-118.57968,403,"Los Angeles","Santa Clara"
"406","SMC01172",818,1042,997,"5.0.2","SMC_LA",79,78,100,75,63,2009-06-25,"Trancas Creek (U/S)",NA,"riverine","confined",NA,"true",2009-06-25,"SMC01172",34.0816,-118.85826,404,"Los Angeles","Santa Monica Bay"
"407","SMC01184",1696,1696,6773,"6.1","SMC/SGRRMP",27,25,25,33.33,25,2018-01-12,"SGLR01184","SMC/SGRRMP","riverine","confined",1900-01-18,"true",2018-01-12,"SMC01184",34.12408,-117.802,405,"Los Angeles","San Gabriel"
"408","SMC01248",1117,749,1876,"5.0.2","SMC/SGRRMP",73,50,100,92,50,2011-07-26,"SMC01248",NA,"riverine","confined",NA,"true",2011-07-26,"SMC01248",34.25895,-117.74499,405,"Los Angeles","San Gabriel"
"409","SMC01260",1272,568,2356,"6","SMC/SGRRMP",37,25,63,33,25,2012-07-16,"SMC01260",NA,"riverine","confined",NA,"true",2012-07-16,"SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel"
"410","SMC01278",794,1046,993,"5.0.2","SMC_LA",37,25,63,33,25,2009-06-17,"Coyote Creek",NA,"riverine","confined",NA,"true",2009-06-17,"SMC01278",33.82099,-118.06645,405,"Los Angeles","San Gabriel"
"411","SMC01278",593,1302,5430,"6.1","SMC/SGRRMP",36,25,62.5,33.33,25,2016-06-23,"SGLR01278","SMC01278","riverine","confined",NA,"true",2016-06-23,"SMC01278",33.82099,-118.06645,405,"Los Angeles","San Gabriel"
"412","SMC01278",364,1496,6167,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2017-07-19,"SGLR01278","SMC01278","riverine","confined",NA,"true",2017-07-19,"SMC01278",33.82099,-118.06645,405,"Los Angeles","San Gabriel"
"413","SMC01312",1695,1695,6772,"6.1","SMC/SGRRMP",36,25,62.5,33.33,25,2018-01-12,"SGLR01312","SMC/SGRRMP","riverine","confined",1900-01-18,"true",2018-01-12,"SMC01312",34.1176,-117.75147,405,"Los Angeles","San Gabriel"
"414","SMC01372",915,898,1396,"5.0.2","SMC_LA_2010",70,56,92,67,63,2010-09-27,"SMC01372 (Santa Clara R.)",NA,"riverine","non-confined",NA,"true",2010-09-27,"SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara"
"415","SMC01384",793,1047,992,"5.0.2","SMC_LA",83,89,83,83,75,2009-07-27,"Malibu Creek",NA,"riverine","non-confined",NA,"true",2009-07-27,"SMC01384",34.0646,-118.70091,404,"Los Angeles","Santa Monica Bay"
"416","SMC01384",1531,315,3612,"6.1","SMC_LA",74,66.67,96.54,58.33,75,2014-06-17,"SMC01384","LACFCD SMC 2014","riverine","confined",NA,"true",2014-06-17,"SMC01384",34.0646,-118.70091,404,"Los Angeles","Santa Monica Bay"
"417","SMC01384",183,183,4255,"6.1","SMC",80,77.78,96.54,58.33,87.5,2015-06-30,"SMC01384","SMC01384","riverine","confined",NA,"true",2015-06-30,"SMC01384",34.0646,-118.70091,404,"Los Angeles","Santa Monica Bay"
"418","SMC01406",1694,1694,6771,"6.1","SMC/SGRRMP",54,52.78,65.17,50,50,2018-01-12,"SGLR01406","SMC/SGRRMP","riverine","non-confined",1900-01-18,"true",2018-01-12,"SMC01406",33.98747,-117.92815,405,"Los Angeles","San Gabriel"
"419","SMC01440",1691,1691,6715,"6.1","SMC/SGRRMP",74,75,75,83.33,62.5,2018-01-06,"SGLR01440","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"SMC01440",34.16519,-117.83924,405,"Los Angeles","San Gabriel"
"420","SMC01454",1273,567,2357,"6","SMC/SGRRMP",61,86,42,67,50,2012-07-16,"SMC01454",NA,"riverine","non-confined",NA,"true",2012-07-16,"SMC01454",33.95504,-117.86127,405,"Los Angeles","San Gabriel"
"421","SMC01504",1118,748,1878,"5.0.2","SMC/SGRRMP",87,86,100,100,63,2011-06-28,"SMC01504",NA,"riverine","confined",NA,"true",2011-06-28,"SMC01504",34.25327,-117.71385,405,"Los Angeles","San Gabriel"
"422","SMC01544",600,1327,5498,"6.1","SMC/LARWMP",85,77.78,90.29,83.33,87.5,2016-06-14,"LAR01544","SMC01544","riverine","non-confined",NA,"true",2016-06-14,"SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles"
"423","SMC01640",182,182,4256,"6.1","SMC",27,25,25,33.33,25,2015-06-30,"SMC01640","SMC01640","riverine","confined",NA,"true",2015-06-30,"SMC01640",34.15335,-118.69679,404,"Los Angeles","Santa Monica Bay"
"424","SMC01676",914,899,1395,"5.0.2","SMC_LA_2010",76,69,92,67,75,2010-07-13,"SMC01676 (Santa Clara R.)",NA,"riverine","non-confined",NA,"true",2010-07-13,"SMC01676",34.41931,-118.62961,403,"Los Angeles","Santa Clara"
"425","SMC01748",288,288,3639,"6.1","SMC/VCWPD",58,52.78,85.38,58.33,37.5,2014-05-21,"SMC01748","SMC","riverine","non-confined",NA,"true",2014-05-21,"SMC01748",34.28747,-118.82744,408,"Ventura","Calleguas"
"426","SMC01808",1861,1861,7274,"6.1","SMC/LARWMP",83,80.56,90.29,75,87.5,2019-09-07,"LAR01808",NA,"riverine","non-confined",1900-01-18,"true",2019-09-07,"SMC01808",34.3094,-118.07316,412,"Los Angeles","Los Angeles"
"427","SMC01824",1275,565,2359,"6","SMC/SGRRMP",30,25,38,33,25,2012-06-21,"SMC01824",NA,"riverine","confined",NA,"true",2012-06-21,"SMC01824",34.09116,-117.75598,405,"Los Angeles","San Gabriel"
"428","SMC01902",1274,566,2358,"6","SMC/SGRRMP",37,25,63,33,25,2012-07-16,"SMC01902",NA,"riverine","confined",NA,"true",2012-07-16,"SMC01902",34.01036,-117.85602,405,"Los Angeles","San Gabriel"
"429","SMC01960",289,289,3638,"6.1","SMC/VCWPD",44,27.78,67.67,41.67,37.5,2014-05-21,"SMC01960","SMC","riverine","confined",NA,"true",2014-05-21,"SMC01960",34.26554,-118.75916,408,"Ventura","Calleguas"
"430","SMC01982",1406,409,3067,"6.1","SMC/SGRRMP",37,25,55.17,41.67,25,2013-06-25,"SMC01982","SMC/SGRRMP","riverine","confined",NA,"true",2013-06-25,"SMC01982",33.91694,-118.03836,405,"Los Angeles","San Gabriel"
"431","SMC02075",1319,552,2414,"6","SMC/VCWPD",82,81,100,83,63,2012-07-17,"SMC02075",NA,"riverine","non-confined",NA,"true",2012-07-17,"SMC02075",34.6719,-119.03758,403,"Ventura","Santa Clara"
"432","SMC02088",1676,1676,6700,"6.1","SMC/LARWMP",80,83.33,93.29,91.67,50,2018-01-06,"LAR02088","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"SMC02088",34.30226,-118.25959,412,"Los Angeles","Los Angeles"
"433","SMC02092",1677,1677,6701,"6.1","SMC/LARWMP",79,72.22,93.29,75,75,2018-01-06,"LAR02092","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"SMC02092",34.27948,-118.20684,412,"Los Angeles","Los Angeles"
"434","SMC02127",285,285,3642,"6.1","SMC/VCWPD",69,58.33,90.29,66.67,62.5,2014-05-19,"SMC02127","SMC","riverine","non-confined",NA,"true",2014-05-19,"SMC02127",34.42318,-119.26474,402,"Ventura","Ventura"
"435","SMC02139",1269,571,2330,"6","SMC/VCWPD",88,86,100,92,75,2012-07-17,"SMC02139",NA,"riverine","non-confined",NA,"true",2012-07-17,"403S02139",34.6714,-119.01717,403,"Ventura","Santa Clara"
"436","SMC02152",944,896,1398,"5.0.2","SMC_LA_2010",80,78,100,67,75,2010-07-14,"SMC02152 (Malibu Crk.)",NA,"riverine","non-confined",NA,"true",2010-07-14,"SMC02152",34.09801,-118.7217,404,"Los Angeles","Santa Monica Bay"
"437","SMC02174",1408,407,3069,"6.1","SMC/SGRRMP",36,25,28.96,66.67,25,2013-05-29,"SMC02174","SMC/SGRRMP","riverine","confined",NA,"true",2013-05-29,"SMC02174",34.00511,-117.96922,405,"Los Angeles","San Gabriel"
"438","SMC02208",1410,405,3073,"6.1","SMC/SGRRMP",49,47.22,50,75,25,2013-05-29,"SMC02208","SMC/SGRRMP","riverine","confined",NA,"true",2013-05-29,"SMC02208",34.12835,-117.77484,405,"Los Angeles","San Gabriel"
