"","stationcode","objectid","originalid","projectcode","stationdesc","sampledate","evaluator","determination","determinationcomments","channeltype","structurewidth","structureshape","structureshapecomments","rightsideofstructure","rightvegetation","rightsidecomments","leftsideofstructure","leftvegetation","leftsidecomments","bottom","bottomcomments","vegetation","lowflowpresence","lowflowwidth","gradecontrolpresence","gradecontrollocation","gradecontrolcomments","channelmodcomments","lastchangedate","record_timestamp","app_timestamp","sitetype","novelsite","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"468","SMC02568",701,NA,"SMC_LARWMP_2012",NA,2012-06-12,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{2D22AF0F-E956-4E6D-A7DF-FADEAE4DDC75}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles"
"469","SMC02591",282,NA,"SMC_VCWPD_2011","NA",2011-07-21,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{95143FB9-101A-49F4-9F2B-C17F5A3B2EDD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02591",34.51783,-119.37846,402,"Ventura","Ventura"
"470","SMC02622",892,NA,"SMC_LARWMP_2010",NA,2010-06-15,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Present","5+ m","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{DD4C88E4-69F4-4571-A992-E661F5621AD6}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02622",33.89738,-118.18616,412,"Los Angeles","Los Angeles"
"471","SMC02644",369,NA,"SMC_VCWPD_2011","NA",2011-06-30,"B.Jones","Site visit","Review of historic data","Engineered","5 to 10 m","Natural",NA,"Earthen","Yes",NA,"Earthen","Yes",NA,"Soft/Natural","Many concrete Boulders in reach","Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9F08F227-CAE5-467F-AFFF-69C271B483AD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02644",34.18157,-118.88652,408,"Ventura","Calleguas"
"472","SMC02656",1005,14,"SMC_LARWMP_2018",NA,2018-08-06,"Karin Wisenbaker","Site visit","","Engineered","5 to 10 m","Rectangular","","Concrete","NR","","Concrete","NR","","Concrete","","No","Absent","NR","Present","Within 10 m downstream","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{488CB4D3-6C3D-48E0-95A2-36669B86B387}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"SMC02656",34.07498,-117.87216,405,"Los Angeles","San Gabriel"
"473","SMC02680",336,NA,"SMC_LARWMP_2014",NA,2014-06-03,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{28CEA8C9-42BA-4873-AAF1-177835CA4962}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02680",34.19531,-118.59356,412,"Los Angeles","Los Angeles"
"474","SMC02712",315,NA,"SMC_LARWMP_2012",NA,2012-06-07,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{DFD65329-C664-4721-917F-F9765DBD73DD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02712",34.36179,-118.30348,412,"Los Angeles","Los Angeles"
"475","SMC02796",325,NA,"SMC_LARWMP_2013",NA,2013-06-18,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E483A0D5-77FB-47D8-BABB-1445C305BDE4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02796",34.08397,-118.08632,412,"Los Angeles","Los Angeles"
"476","SMC02804",307,NA,"SMC_LARWMP_2011",NA,2011-06-20,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{433C9EE9-792C-4AAE-9E3B-057D3F3AA766}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02804",34.14534,-118.40866,412,"Los Angeles","Los Angeles"
"477","SMC02884",371,NA,"SMC_VCWPD_2010","NA",2010-06-23,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Natural",NA,"Earthen","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{ED96C56B-A17F-4AA6-B2C8-865464C123BA}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02884",34.21749,-118.98533,408,"Ventura","Calleguas"
"478","SMC02888",283,NA,"SMC_LACFCD_2012",NA,2012-06-26,"Damon Owen","Site visit","Review of historic data","Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"No","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{969AC2F7-E4C1-4033-A6F1-3962817CC470}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02888",34.54401,-118.43626,403,"Los Angeles","Santa Clara"
"479","SMC02936",319,NA,"SMC_LARWMP_2013",NA,2013-06-18,"B.Jones","Site visit","Review of historic data","Engineered","<5 M","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{260DCA42-1AD2-44DB-9887-6E17C5D32046}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02936",34.1859,-118.6421,412,"Los Angeles","Los Angeles"
"480","SMC02972",481,NA,"SMC_SGRRMP_2012","NA",2012-07-18,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{57803695-CF37-432C-B77A-3BE82A3EB965}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02972",34.24957,-118.0755,405,"Los Angeles","San Gabriel"
"481","SMC02976",482,NA,"SMC_SGRRMP_2010","NA",2010-07-27,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{5DECDB58-63E2-4AAD-A7DB-894F218C62CF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02976",34.2579,-117.75661,405,"Los Angeles","San Gabriel"
"482","SMC02976",1006,15,"SMC_LARWMP_2018",NA,2018-07-09,"Karin Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{DEEB4DDB-155C-4BA4-A7D7-36536EF6CEB5}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"SMC02976",34.2579,-117.75661,405,"Los Angeles","San Gabriel"
"483","SMC02984",483,NA,"SMC_VCWPD_2010","NA",2010-06-23,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal",NA,"Grouted Rock","No",NA,"Grouted Rock","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Present","Within reach",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F252D8CA-8B0B-4774-9A4F-71205B988013}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02984",34.26528,-118.75053,408,"Ventura","Calleguas"
"484","SMC02988",333,NA,"SMC_LARWMP_2014",NA,2014-06-12,"B.Jones","Site visit","Review of historic data","Engineered","5 to 10 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{2B0234FA-3323-468E-91C6-9DB1481B856B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles"
"485","SMC02996",334,NA,"SMC_LARWMP_2014",NA,2014-06-11,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9155EAF5-83E0-4A6F-9A1D-DEC61F7728CA}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC02996",34.22108,-118.42296,412,"Los Angeles","Los Angeles"
"486","SMC03216",1074,83,"SMC_SGRRMP_2019",NA,2019-07-24,"K. Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-22 08:41:47,"false","{CFD884EB-7C92-4AF8-8D01-7886210C017A}","checker",2019-10-22 08:41:47,"checker",2019-10-22 08:41:47,"ABCL","alexis@aquaticbioassay.com","SGRRMP","2019","SMC",NA,"SMC03216",34.28092,-117.84093,405,"Los Angeles","San Gabriel"
"487","SMC03216",486,NA,"SMC_SGRRMP_2011","NA",2011-07-27,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{4BCB1901-E343-4527-814F-CC7BCEC4EBFA}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03216",34.28092,-117.84093,405,"Los Angeles","San Gabriel"
"488","SMC03268",488,NA,"SMC_VCWPD_2014","NA",2014-05-27,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Grouted Rock","No",NA,"Grouted Rock","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1DA83235-678E-447B-8E29-467DFEA6265A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03268",34.16255,-119.06301,408,"Ventura","Calleguas"
"489","SMC03280",489,NA,"SMC_SGRRMP_2011","NA",2011-08-11,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{33162E0F-ACB0-498A-97DB-682E8356D0A2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03280",34.25685,-117.85652,405,"Los Angeles","San Gabriel"
"490","SMC03280",1073,82,"SMC_SGRRMP_2019",NA,2019-07-24,"K. Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-22 08:41:47,"false","{5A7AB72C-5632-4D81-A6B5-AD3F68A783A9}","checker",2019-10-22 08:41:47,"checker",2019-10-22 08:41:47,"ABCL","alexis@aquaticbioassay.com","SGRRMP","2019","SMC",NA,"SMC03280",34.25685,-117.85652,405,"Los Angeles","San Gabriel"
"491","SMC03304",490,NA,"SMC_VCWPD_2011","NA",2011-06-29,"B.Jones","Site visit","Review of historic data","Engineered","5 to 10 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{6BC43C60-ECDC-48B1-B513-B68D3FB4436F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03304",34.28829,-118.72312,408,"Ventura","Calleguas"
"492","SMC03390",987,NA,NA,NA,2017-05-03,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Trapezoidal",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Present",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9234EB70-189A-4C2F-B36A-3156A79CC6F0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03390",33.82267,-118.09186,405,"Los Angeles","San Gabriel"
"493","SMC03390",491,NA,"SMC_SGRRMP_2008","NA",2008-06-26,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal","NA","Concrete","No","NA","Concrete","No","NA","Concrete","NA","Not Recorded","Present","5+ m","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1509ADB4-E267-4B83-AA25-9E15A0159F88}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03390",33.82267,-118.09186,405,"Los Angeles","San Gabriel"
"494","SMC03452",494,NA,"SMC_SGRRMP_2012","NA",2012-06-13,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{4A8A8F5E-EB30-49CA-A960-F67E3B24FF76}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03452",34.30354,-117.8323,405,"Los Angeles","San Gabriel"
"495","SMC03452",1079,88,"SMC_SGRRMP_2019",NA,2019-08-15,"K. Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","Grade control within 10 to 30 m downstream","",NA,NA,NA,NA,NA,"SMC",2019-10-22 08:41:47,"false","{57472375-E8B8-4B95-9C93-F513A4D73273}","checker",2019-10-22 08:41:47,"checker",2019-10-22 08:41:47,"ABCL","alexis@aquaticbioassay.com","SGRRMP","2019","SMC",NA,"SMC03452",34.30354,-117.8323,405,"Los Angeles","San Gabriel"
"496","SMC03646",329,NA,"SMC_LARWMP_2013",NA,2013-06-05,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Present","5+ m","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E16F99CA-9CB8-4EA4-A07A-D138D39730EF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03646",33.9784,-118.1691,412,"Los Angeles","Los Angeles"
"497","SMC03902",70,NA,"SMC_LARWMP_2008",NA,2008-06-26,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{3BF3FB43-1401-4CD8-AAA8-FD3421760F8F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03902",34.01076,-118.21959,412,"Los Angeles","Los Angeles"
"498","SMC03944",499,NA,"SMC_LACFCD_2010",NA,2010-07-12,"Damon Owen","Site visit","Review of historic data","Engineered","5 to 10 m","Rectangular","Rectangular daylighted box","Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"No","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{42D0F05E-F775-40C8-BEAA-88360DF47EA6}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03944",34.14271,-118.75016,404,"Los Angeles","Santa Monica Bay"
"499","SMC03984",501,NA,"SMC_SGRRMP_2012","NA",2012-06-18,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal","NA","Grouted Rock","No","NA","Earthen","Yes","NA","Soft/Natural","NA","Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{53405E15-4597-4EBF-B3FC-49AECD4A7D8C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03984",34.24613,-117.90186,405,"Los Angeles","San Gabriel"
"500","SMC03988",502,NA,"SMC_VCWPD_2011","NA",2011-06-29,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{608CDC38-1EBD-42C3-A3A3-DC7AC158E676}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03988",34.21322,-118.89766,408,"Ventura","Calleguas"
"502","SMC04000",503,NA,"SMC_SGRRMP_2012","NA",2012-07-30,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F74D82F5-9908-46C0-8688-16713CEC0166}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04000",34.23282,-117.74777,405,"Los Angeles","San Gabriel"
"503","SMC04008",504,NA,"SMC_VCWPD_2012","NA",2012-06-19,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Grouted rock","No",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1519EE2E-75EE-4EDF-8E2B-DB1F456B5F51}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04008",34.28342,-118.80803,408,"Ventura","Calleguas"
"504","SMC04132",507,NA,"SMC_VCWPD_2012","NA",2012-06-11,"B.Jones","Site visit","Review of historic data","Engineered","<5 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{564809E7-4D3C-4F5E-8CB1-B03F88985FA0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04132",34.21472,-118.88416,408,"Ventura","Calleguas"
"505","SMC04175",509,NA,"SMC_VCWPD_2009","NA",2009-06-11,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA","Fraser Ln crossing 100m downstream","NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F9EF5C3C-6966-42DE-B855-2355B6F1B296}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04175",34.40835,-119.27642,402,"Ventura","Ventura"
"506","SMC04204",304,NA,"SMC_LARWMP_2012",NA,2012-07-11,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F252B1A7-18FD-4BFB-970B-87862E969AC7}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412S04204",34.20358,-118.01853,412,"Los Angeles","Los Angeles"
"507","SMC04204",1067,76,"SMC_LARWMP_2019",NA,2019-07-30,"A. Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-21 08:32:19,"false","{B993A932-0DA0-426F-BBDF-43F99C4EA906}","checker",2019-10-21 08:32:19,"checker",2019-10-21 08:32:19,"ABCL","alexis@aquaticbioassay.com","LARWMP","2019","SMC",NA,"412S04204",34.20358,-118.01853,412,"Los Angeles","Los Angeles"
"508","SMC04239",510,NA,"SMC_VCWPD_2009","NA",2009-06-11,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{864E2222-16F1-4685-8D36-5E386C44485B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04239",34.3608,-119.31114,402,"Ventura","Ventura"
"509","SMC04264",511,NA,"SMC_LACFCD_2014",NA,2014-06-17,"Damon Owen","Site visit","Review of historic data","Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"No","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{B5D4D672-B8DD-4F8F-BAA1-86FF65CFEFFF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04264",34.13,-118.7548,404,"Los Angeles","Santa Monica Bay"
"510","SMC04308",513,NA,"SMC_VCWPD_2009","NA",2009-06-17,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{667657B8-033F-4A41-949A-C5CEBE503051}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04308",34.19349,-118.9083,408,"Ventura","Calleguas"
"511","SMC04383",514,NA,"SMC_VCWPD_2010","NA",2010-06-09,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{423994BF-E82E-4053-8928-5C2E575AC5F8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04383",34.50224,-119.35602,402,"Ventura","Ventura"
"512","SMC04399",515,NA,"SMC_VCWPD_2009","NA",2009-06-11,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,"engineered just downstream of A",NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{34F911AC-57B8-48C7-BB4B-5F26042F487B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04399",34.30796,-119.30062,402,"Ventura","Ventura"
"513","SMC04432",517,NA,"SMC_LACFCD_2012",NA,2012-06-26,"Damon Owen","Site visit","Review of historic data","Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"No","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1AA5C5B9-B7FE-458D-9FF0-298160E5773F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04432",34.41089,-118.14881,403,"Los Angeles","Santa Clara"
"514","SMC04524",988,NA,NA,NA,2017-06-15,"Karin Wisenbaker","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Within 10 m downstream",NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E236075D-22D3-4C53-9B46-D79EF35FA743}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"515","SMC04524",519,NA,"SMC_SGRRMP_2013","NA",2013-07-09,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA","road crossing made of manhole covers",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{8FE17FE8-AF60-4A26-AECE-2CACB01A35A0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"516","SMC04524",1007,16,"SMC_LARWMP_2018",NA,2018-07-19,"Jim Mann","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Present","Within 10 m downstream","arizona crossing","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{838389EE-C0D0-4F96-B205-FB0E8AAF9569}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"517","SMC04532",312,NA,"SMC_LARWMP_2012",NA,2012-07-11,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Present","Within 10 m upstream","Channel bottom turns natural 5m upstream of reach",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F828F34A-DADC-4271-9A87-6B8DAA3DD5D3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04532",34.15595,-118.28771,412,"Los Angeles","Los Angeles"
"518","SMC04600",520,NA,"SMC_VCWPD_2014","NA",2014-07-08,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{EDCB6225-A7F6-47C2-9DF3-206C4B702572}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04600",34.39728,-118.7105,403,"Ventura","Santa Clara"
"519","SMC04670",989,NA,NA,NA,2017-05-03,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Trapezoidal",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Present",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{2F169765-9D77-4233-95A8-46BCAE623596}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04670",33.86506,-118.10456,405,"Los Angeles","San Gabriel"
